ticket_id,anomaly_label,anomaly_score,anomaly_model_if,anomaly_model_lof,anomaly_reasons,created_at,ticket_type,priority,region,equipment_type,fault_category,total_cost
TK003557,0,0.0867,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-02-03 14:11:00,抢修,中,西北,电缆,漏电,2489.2
TK003558,0,0.192,0,0,[],2025-05-27 15:08:00,抢修,紧急,华东,电缆,老化,663.17
TK003559,0,0.2763,0,0,"[{'feature': 'budget_limit', 'deviation': 1.561, 'importance': 0.0476, 'value': 1.561}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-08-18 10:45:00,巡检,高,华南,变压器,过热,4255.81
TK003560,0,0.347,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}]",2025-04-25 18:01:00,巡检,低,华北,电缆,短路,3331.24
TK003561,0,0.2622,0,0,"[{'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'arrival_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': 1.545}]",2025-10-24 20:52:00,巡检,中,华北,配电箱,漏电,2090.83
TK003562,0,0.0961,0,0,[],2025-07-26 16:35:00,抢修,中,华东,电容器,漏电,3031.12
TK003563,1,0.4812,1,0,"[{'feature': 'reopen_within_days', 'deviation': 3.701, 'importance': 0.0476, 'value': 3.701}, {'feature': 'response_time', 'deviation': 1.719, 'importance': 0.0476, 'value': 1.719}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}]",2025-04-07 08:15:00,巡检,中,西北,配电箱,机械故障,4006.91
TK003564,0,0.2591,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'response_time', 'deviation': 1.665, 'importance': 0.0476, 'value': 1.665}]",2025-04-22 18:50:00,保养,中,华北,电缆,漏电,998.94
TK003565,0,0.3361,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.696, 'importance': 0.0476, 'value': 1.696}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'arrival_delay', 'deviation': 1.576, 'importance': 0.0476, 'value': 1.576}]",2025-11-20 14:26:00,保养,高,华北,变压器,电气故障,4612.83
TK003566,0,0.3508,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'dispatch_delay', 'deviation': 1.637, 'importance': 0.0476, 'value': 1.637}]",2025-07-01 15:12:00,抢修,中,西北,电容器,短路,4298.87
TK003567,0,0.2991,0,0,"[{'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-04-13 15:59:00,巡检,紧急,华中,开关柜,机械故障,3309.6
TK003568,0,0.1293,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-04-27 15:51:00,抢修,中,华南,配电箱,环境损坏,1418.72
TK003569,0,0.342,0,0,"[{'feature': 'reopen_within_days', 'deviation': 2.109, 'importance': 0.0476, 'value': 2.109}, {'feature': 'response_time', 'deviation': 1.801, 'importance': 0.0476, 'value': 1.801}, {'feature': 'dispatch_delay', 'deviation': 1.513, 'importance': 0.0476, 'value': 1.513}]",2025-10-03 07:51:00,巡检,中,华北,电缆,漏电,2957.31
TK003570,0,0.2463,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'arrival_delay', 'deviation': 1.591, 'importance': 0.0476, 'value': -1.591}]",2025-05-20 16:49:00,保养,中,华北,变压器,短路,4627.75
TK003571,0,0.2695,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-07-07 20:22:00,抢修,低,华中,电容器,电气故障,4081.19
TK003572,0,0.222,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-10-22 16:05:00,抢修,中,华北,开关柜,环境损坏,2779.42
TK003573,0,0.1694,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-09-07 14:17:00,保养,中,华南,电缆,过热,1197.29
TK003574,0,0.3385,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'budget_limit', 'deviation': 1.758, 'importance': 0.0476, 'value': 1.758}, {'feature': 'dispatch_delay', 'deviation': 1.575, 'importance': 0.0476, 'value': 1.575}]",2025-04-29 17:41:00,巡检,低,西南,发电机,电气故障,4989.44
TK003575,0,0.1686,0,0,[],2025-04-23 17:01:00,抢修,紧急,华北,电容器,环境损坏,1324.26
TK003576,0,0.2934,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}, {'feature': 'response_time', 'deviation': 1.501, 'importance': 0.0476, 'value': 1.501}]",2025-12-10 17:26:00,保养,低,华北,电缆,短路,1843.8
TK003577,0,0.2686,0,0,"[{'feature': 'response_time', 'deviation': 1.992, 'importance': 0.0476, 'value': 1.992}]",2025-06-24 14:09:00,抢修,中,西北,变压器,短路,892.01
TK003578,0,0.3323,0,0,"[{'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-10-26 14:05:00,巡检,中,华东,开关柜,过热,4508.69
TK003579,0,0.2177,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'budget_limit', 'deviation': 1.598, 'importance': 0.0476, 'value': -1.598}]",2025-08-14 15:23:00,保养,低,华北,配电箱,漏电,114.13
TK003580,0,0.2207,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.667, 'importance': 0.0476, 'value': 1.667}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}, {'feature': 'response_time', 'deviation': 1.501, 'importance': 0.0476, 'value': 1.501}]",2025-07-03 18:03:00,抢修,中,西北,变压器,电气故障,2755.04
TK003581,0,0.2738,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.588, 'importance': 0.0476, 'value': -1.588}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-01-17 20:15:00,抢修,高,西南,电容器,短路,760.12
TK003582,0,0.213,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}]",2025-08-08 08:42:00,抢修,中,华中,配电箱,过热,3525.07
TK003583,0,0.347,0,0,"[{'feature': 'total_cost', 'deviation': 6.556, 'importance': 0.0476, 'value': 6.556}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-05-21 15:39:00,抢修,高,华中,开关柜,电气故障,18800.07
TK003584,0,0.1459,0,0,"[{'feature': 'arrival_delay', 'deviation': 1.608, 'importance': 0.0476, 'value': 1.608}, {'feature': 'response_time', 'deviation': 1.556, 'importance': 0.0476, 'value': 1.556}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-12-11 14:11:00,抢修,中,华南,电缆,过热,4621.09
TK003585,0,0.2499,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-12-19 20:46:00,抢修,中,华东,变压器,环境损坏,363.01
TK003586,0,0.3626,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': -1.643}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-07-17 11:42:00,保养,低,华南,开关柜,过热,4552.07
TK003587,0,0.2863,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-09-05 13:13:00,抢修,低,华中,配电箱,漏电,1836.56
TK003588,0,0.2087,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-10-28 15:11:00,巡检,中,西南,开关柜,环境损坏,2482.68
TK003589,0,0.1363,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-05-03 17:20:00,抢修,高,华北,电容器,老化,1780.94
TK003590,0,0.4338,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}]",2025-11-05 12:01:00,保养,低,西南,发电机,老化,3411.63
TK003591,0,0.2976,0,0,"[{'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}, {'feature': 'equipment_age_months', 'deviation': 1.617, 'importance': 0.0476, 'value': -1.617}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-09-12 09:31:00,抢修,高,华东,配电箱,短路,3473.18
TK003592,0,0.3161,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-03-17 14:15:00,巡检,高,华北,配电箱,老化,3439.9
TK003593,0,0.1989,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-06-29 12:13:00,巡检,低,西南,开关柜,环境损坏,2296.16
TK003594,0,0.2614,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-09-06 07:21:00,巡检,低,华中,配电箱,短路,334.74
TK003595,0,0.3972,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-12-16 10:27:00,抢修,中,华东,发电机,过热,4440.08
TK003596,0,0.2494,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-11-24 16:14:00,抢修,低,华东,配电箱,老化,1274.94
TK003597,0,0.1602,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-01-09 19:36:00,抢修,中,西北,配电箱,过热,1022.35
TK003598,0,0.3931,0,0,"[{'feature': 'reopen_within_days', 'deviation': 3.303, 'importance': 0.0476, 'value': 3.303}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-01-09 15:50:00,抢修,低,华东,发电机,电气故障,2605.79
TK003599,0,0.2663,0,0,"[{'feature': 'budget_limit', 'deviation': 1.76, 'importance': 0.0476, 'value': 1.76}, {'feature': 'response_time', 'deviation': 1.579, 'importance': 0.0476, 'value': -1.579}]",2025-02-14 14:20:00,抢修,中,华南,电缆,机械故障,4846.66
TK003600,0,0.1633,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'arrival_delay', 'deviation': 1.528, 'importance': 0.0476, 'value': -1.528}]",2025-07-19 14:10:00,改造,中,华南,变压器,老化,3336.11
TK003601,0,0.3635,0,0,"[{'feature': 'budget_limit', 'deviation': 2.005, 'importance': 0.0476, 'value': 2.005}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'photo_count', 'deviation': 1.641, 'importance': 0.0476, 'value': 1.641}]",2025-11-01 10:23:00,保养,中,华南,开关柜,环境损坏,4974.07
TK003602,0,0.2296,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-09-25 08:50:00,巡检,中,西南,电容器,过热,337.56
TK003603,0,0.2093,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-12-07 16:48:00,保养,中,华中,发电机,老化,1985.55
TK003604,0,0.2749,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}]",2025-10-03 14:28:00,改造,低,西北,开关柜,漏电,933.33
TK003605,0,0.2531,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-06-08 10:38:00,保养,低,华东,电缆,短路,3805.16
TK003606,0,0.2045,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.542, 'importance': 0.0476, 'value': -1.542}]",2025-11-23 08:48:00,巡检,中,华东,电缆,老化,1252.45
TK003607,1,0.4287,0,1,"[{'feature': 'response_time', 'deviation': 1.856, 'importance': 0.0476, 'value': 1.856}, {'feature': 'reopen_within_days', 'deviation': 1.711, 'importance': 0.0476, 'value': 1.711}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-05-21 10:32:00,抢修,高,华北,发电机,漏电,1895.33
TK003608,0,0.2366,0,0,"[{'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-07-02 13:51:00,抢修,高,华东,开关柜,机械故障,3002.42
TK003609,0,0.1743,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-07-19 18:12:00,巡检,低,华南,变压器,环境损坏,2692.54
TK003610,0,0.3237,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': -1.643}, {'feature': 'response_time', 'deviation': 1.633, 'importance': 0.0476, 'value': -1.633}]",2025-12-10 12:43:00,抢修,低,西北,变压器,漏电,1016.05
TK003611,0,0.313,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}]",2025-01-07 17:02:00,巡检,中,西南,开关柜,环境损坏,3555.44
TK003612,0,0.272,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-11-21 17:31:00,巡检,低,西南,电容器,漏电,2119.21
TK003613,0,0.2236,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-01-30 10:49:00,改造,高,华中,开关柜,电气故障,1907.62
TK003614,0,0.1551,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-05-18 14:40:00,抢修,中,西南,开关柜,过热,1044.64
TK003615,1,0.5616,0,1,"[{'feature': 'reopen_within_days', 'deviation': 2.507, 'importance': 0.0476, 'value': 2.507}, {'feature': 'equipment_age_months', 'deviation': 1.617, 'importance': 0.0476, 'value': -1.617}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-06-05 09:22:00,巡检,中,西南,发电机,短路,3623.43
TK003616,1,0.4115,0,1,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}]",2025-05-18 11:00:00,保养,低,华东,电缆,老化,4310.18
TK003617,0,0.2988,0,0,"[{'feature': 'response_time', 'deviation': 1.661, 'importance': 0.0476, 'value': -1.661}, {'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}, {'feature': 'arrival_delay', 'deviation': 1.622, 'importance': 0.0476, 'value': -1.622}]",2025-01-09 14:16:00,巡检,高,华东,变压器,漏电,1753.8
TK003618,0,0.2991,0,0,"[{'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-07-27 20:41:00,抢修,高,西南,开关柜,环境损坏,2941.07
TK003619,0,0.193,0,0,"[{'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-04-23 12:04:00,保养,中,华中,电缆,老化,377.27
TK003620,0,0.3283,0,0,"[{'feature': 'equipment_age_months', 'deviation': 1.645, 'importance': 0.0476, 'value': -1.645}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}]",2025-12-23 19:23:00,巡检,紧急,华东,配电箱,电气故障,3998.88
TK003621,0,0.2573,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-03-17 09:20:00,巡检,中,华北,发电机,机械故障,1432.8
TK003622,1,0.4732,1,0,"[{'feature': 'reopen_within_days', 'deviation': 4.498, 'importance': 0.0476, 'value': 4.498}, {'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.637, 'importance': 0.0476, 'value': 1.637}]",2025-07-04 16:10:00,保养,低,华南,电缆,电气故障,559.11
TK003623,0,0.1496,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}]",2025-02-23 11:55:00,改造,中,华北,开关柜,老化,2192.09
TK003624,0,0.2177,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.513, 'importance': 0.0476, 'value': 1.513}]",2025-01-03 07:20:00,巡检,中,华东,发电机,环境损坏,927.41
TK003625,0,0.1579,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-12-14 07:56:00,巡检,高,华东,开关柜,过热,2041.37
TK003626,0,0.1959,0,0,"[{'feature': 'dispatch_delay', 'deviation': 1.582, 'importance': 0.0476, 'value': -1.582}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-08-18 08:13:00,巡检,中,西南,配电箱,老化,1053.32
TK003627,0,0.4378,0,0,"[{'feature': 'budget_limit', 'deviation': 1.787, 'importance': 0.0476, 'value': 1.787}, {'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}, {'feature': 'arrival_delay', 'deviation': 1.591, 'importance': 0.0476, 'value': -1.591}]",2025-11-20 07:21:00,抢修,紧急,华东,发电机,漏电,5985.2
TK003628,0,0.3801,0,0,"[{'feature': 'response_time', 'deviation': 2.069, 'importance': 0.0476, 'value': -2.069}, {'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'dispatch_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': -1.643}]",2025-04-16 16:10:00,保养,中,西南,电容器,老化,2152.35
TK003629,0,0.2016,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-03-24 09:49:00,抢修,中,华中,配电箱,机械故障,3694.38
TK003630,0,0.4402,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'dispatch_delay', 'deviation': 1.513, 'importance': 0.0476, 'value': 1.513}]",2025-12-16 17:27:00,保养,中,华东,电容器,老化,4128.68
TK003631,0,0.2682,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}]",2025-07-26 18:56:00,巡检,中,西南,开关柜,短路,1595.09
TK003632,0,0.0944,0,0,"[{'feature': 'accept_delay', 'deviation': 1.678, 'importance': 0.0476, 'value': -1.678}]",2025-05-24 09:26:00,巡检,中,华中,电容器,电气故障,3394.04
TK003633,0,0.2756,0,0,"[{'feature': 'response_time', 'deviation': 2.074, 'importance': 0.0476, 'value': 2.074}, {'feature': 'arrival_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': 1.545}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-06-13 19:15:00,巡检,高,西北,配电箱,电气故障,2111.15
TK003634,0,0.3841,0,0,"[{'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}, {'feature': 'dispatch_delay', 'deviation': 1.637, 'importance': 0.0476, 'value': 1.637}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-11-11 19:17:00,巡检,高,华中,开关柜,机械故障,325.44
TK003635,0,0.3193,0,0,"[{'feature': 'ticket_type_enc', 'deviation': 1.845, 'importance': 0.0476, 'value': 1.845}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-10-28 17:56:00,改造,中,华东,电容器,过热,657.8
TK003636,0,0.2532,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': -1.643}]",2025-07-01 13:07:00,抢修,低,华北,变压器,电气故障,4226.13
TK003637,0,0.219,0,0,"[{'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-01-16 13:22:00,抢修,紧急,华中,开关柜,老化,1671.0
TK003638,0,0.1817,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}, {'feature': 'attachment_count', 'deviation': 1.536, 'importance': 0.0476, 'value': 1.536}]",2025-09-22 08:03:00,巡检,中,华东,电容器,过热,1452.61
TK003639,0,0.2223,0,0,"[{'feature': 'accept_delay', 'deviation': 1.545, 'importance': 0.0476, 'value': -1.545}]",2025-10-22 10:31:00,抢修,中,华中,发电机,机械故障,1244.63
TK003640,0,0.1802,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-01-26 07:53:00,抢修,低,华中,开关柜,老化,794.75
TK003641,0,0.3187,0,0,"[{'feature': 'response_time', 'deviation': 1.824, 'importance': 0.0476, 'value': -1.824}, {'feature': 'dispatch_delay', 'deviation': 1.705, 'importance': 0.0476, 'value': -1.705}, {'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-01-02 11:21:00,抢修,中,华北,配电箱,过热,3260.1
TK003642,0,0.3252,0,0,"[{'feature': 'response_time', 'deviation': 2.265, 'importance': 0.0476, 'value': 2.265}, {'feature': 'photo_count', 'deviation': 1.649, 'importance': 0.0476, 'value': -1.649}, {'feature': 'arrival_delay', 'deviation': 1.639, 'importance': 0.0476, 'value': 1.639}]",2025-05-13 07:19:00,保养,中,华东,变压器,漏电,3099.36
TK003643,0,0.1906,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}, {'feature': 'dispatch_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': -1.643}, {'feature': 'accept_delay', 'deviation': 1.643, 'importance': 0.0476, 'value': 1.643}]",2025-12-12 14:03:00,巡检,低,西北,变压器,环境损坏,2776.07
TK003644,0,0.1876,0,0,"[{'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-04-03 15:41:00,巡检,中,华南,开关柜,漏电,3728.5
TK003645,0,0.3555,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.682, 'importance': 0.0476, 'value': 1.682}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}, {'feature': 'technician_workload_today', 'deviation': 1.51, 'importance': 0.0476, 'value': 1.51}]",2025-04-19 15:19:00,抢修,高,华北,发电机,老化,4547.32
TK003646,0,0.2511,0,0,"[{'feature': 'sla_minutes', 'deviation': 1.846, 'importance': 0.0476, 'value': 1.846}]",2025-01-12 08:38:00,巡检,低,华南,发电机,老化,4211.28
TK003647,0,0.2187,0,0,"[{'feature': 'customer_satisfaction', 'deviation': 1.689, 'importance': 0.0476, 'value': -1.689}]",2025-05-17 08:09:00,保养,中,西北,发电机,环境损坏,1746.67
TK003648,0,0.2816,0,0,"[{'feature': 'response_time', 'deviation': 1.638, 'importance': 0.0476, 'value': 1.638}, {'feature': 'attachment_count', 'deviation': 1.606, 'importance': 0.0476, 'value': -1.606}, {'feature': 'priority_enc', 'deviation': 1.531, 'importance': 0.0476, 'value': 1.531}]",2025-02-16 13:51:00,抢修,高,华南,电缆,漏电,4454.06
TK003649,0,0.349,0,0,"[{'feature': 'response_time', 'deviation': 1.965, 'importance': 0.0476, 'value': 1.965}, {'feature': 'arrival_delay', 'deviation': 1.576, 'importance': 0.0476, 'value': 1.576}]",2025-04-18 18:49:00,保养,中,华东,电缆,环境损坏,692.0
TK003650,0,0.1875,0,0,"[{'feature': 'fault_category_enc', 'deviation': 1.546, 'importance': 0.0476, 'value': 1.546}]",2025-03-12 13:38:00,抢修,中,华中,配电箱,过热,3483.06
